Link,Title,Date,Type,Sale Date,Auction House,Lot Info,Estimate Low,Estimate High,Price Sold,Price Type
"http://artsalesindex.artinfo.comhttp://artsalesindex.artinfo.com/auctions/-Zhang-Daqian-6403321/Landscape,-Calligraphy-1931","Landscape, Calligraphy",1931,Works on Paper,"June 05, 2016",Poly International Auction Beijing,Antiquities The Intellectual Life of Literati,"57,866","73,094",N/A,Bought In
"http://artsalesindex.artinfo.comhttp://artsalesindex.artinfo.com/auctions/-Song-Qianju-6403322/Landscape,-Calligraphy-1939","Landscape, Calligraphy",1939,Works on Paper,"June 05, 2016",Poly International Auction Beijing,Antiquities The Intellectual Life of Literati,"57,866","73,094","78,805",Premium
http://artsalesindex.artinfo.comhttp://artsalesindex.artinfo.com/auctions/-Zhang-Daqian-6403323/Sun-and-Moon-Lake-,Sun and Moon Lake,N/A,Works on Paper,"June 05, 2016",Poly International Auction Beijing,Antiquities The Intellectual Life of Literati,"228,421","335,018","262,685",Premium
http://artsalesindex.artinfo.comhttp://artsalesindex.artinfo.com/auctions/-Zhang-Daqian-6403329/Chung-King-Restaurant-,Chung King Restaurant,N/A,Works on Paper,"June 05, 2016",Poly International Auction Beijing,Antiquities The Intellectual Life of Literati,"30,456","60,912","38,527",Premium
http://artsalesindex.artinfo.comhttp://artsalesindex.artinfo.com/auctions/-Zhang-Daqian-6403336/Calligraphy-1948,Calligraphy,1948,Works on Paper,"June 05, 2016",Poly International Auction Beijing,Antiquities The Intellectual Life of Literati,"7,614","12,182","35,024",Premium
http://artsalesindex.artinfo.comhttp://artsalesindex.artinfo.com/auctions/-Zhang-Daqian-6403341/Bamboo-Shoots-1961,Bamboo Shoots,1961,Works on Paper,"June 05, 2016",Poly International Auction Beijing,Antiquities The Intellectual Life of Literati,"228,421","274,106","262,685",Premium
http://artsalesindex.artinfo.comhttp://artsalesindex.artinfo.com/auctions/-Zhang-Daqian-6403406/Plum-Blossoms-1977,Plum Blossoms,1977,Works on Paper,"June 05, 2016",Poly International Auction Beijing,Modern Chinese Painting and Calligraphy Night Sale (II),"121,824","182,737","350,246",Premium
http://artsalesindex.artinfo.comhttp://artsalesindex.artinfo.com/auctions/-Zhang-Daqian-6403407/Arhat-1945,Arhat,1945,Works on Paper,"June 05, 2016",Poly International Auction Beijing,Modern Chinese Painting and Calligraphy Night Sale (II),"106,596","152,281","122,586",Premium
http://artsalesindex.artinfo.comhttp://artsalesindex.artinfo.com/auctions/-Zhang-Daqian-6403408/Scholars-,Scholars,N/A,Works on Paper,"June 05, 2016",Poly International Auction Beijing,Modern Chinese Painting and Calligraphy Night Sale (II),"182,737","274,106","210,148",Premium
http://artsalesindex.artinfo.comhttp://artsalesindex.artinfo.com/auctions/-Zhang-Daqian-6403413/Landscape-1973,Landscape,1973,Works on Paper,"June 05, 2016",Poly International Auction Beijing,Modern Chinese Painting and Calligraphy Night Sale (II),"730,949","837,546",N/A,Bought In
http://artsalesindex.artinfo.comhttp://artsalesindex.artinfo.com/auctions/-Zhang-Daqian-6403414/Scholar-Under-Pinetree-1979,Scholar Under Pinetree,1979,Works on Paper,"June 05, 2016",Poly International Auction Beijing,Modern Chinese Painting and Calligraphy Night Sale (II),"274,106","335,018",N/A,Bought In
http://artsalesindex.artinfo.comhttp://artsalesindex.artinfo.com/auctions/-Zhang-Daqian-6403415/Lotus-1977,Lotus,1977,Works on Paper,"June 05, 2016",Poly International Auction Beijing,Modern Chinese Painting and Calligraphy Night Sale (II),"197,965","274,106","245,172",Premium
http://artsalesindex.artinfo.comhttp://artsalesindex.artinfo.com/auctions/-Zhang-Daqian-6403416/Landscape-1946,Landscape,1946,Works on Paper,"June 05, 2016",Poly International Auction Beijing,Modern Chinese Painting and Calligraphy Night Sale (II),"335,018","426,387","385,271",Premium
http://artsalesindex.artinfo.comhttp://artsalesindex.artinfo.com/auctions/-Zhang-Daqian-6403417/Landscape-,Landscape,N/A,Works on Paper,"June 05, 2016",Poly International Auction Beijing,Modern Chinese Painting and Calligraphy Night Sale (II),"335,018","426,387",N/A,Bought In
http://artsalesindex.artinfo.comhttp://artsalesindex.artinfo.com/auctions/-Zhang-Daqian-6403418/Landscape-1973,Landscape,1973,Works on Paper,"June 05, 2016",Poly International Auction Beijing,Modern Chinese Painting and Calligraphy Night Sale (II),"380,702","532,984","525,370",Premium
http://artsalesindex.artinfo.comhttp://artsalesindex.artinfo.com/auctions/-Zhang-Daqian-6403419/Hermit-1966,Hermit,1966,Works on Paper,"June 05, 2016",Poly International Auction Beijing,Modern Chinese Painting and Calligraphy Night Sale (II),"3,045,623","3,807,029","3,852,713",Premium
http://artsalesindex.artinfo.comhttp://artsalesindex.artinfo.com/auctions/-Zhang-Daqian-6403420/Scholar-Under-Bamboo-1932,Scholar Under Bamboo,1932,Works on Paper,"June 05, 2016",Poly International Auction Beijing,Modern Chinese Painting and Calligraphy Night Sale (II),"274,106","335,018","332,734",Premium
http://artsalesindex.artinfo.comhttp://artsalesindex.artinfo.com/auctions/-Zhang-Daqian-6403421/Sketch-Kwanyin-,Sketch Kwanyin,N/A,Works on Paper,"June 05, 2016",Poly International Auction Beijing,Modern Chinese Painting and Calligraphy Night Sale (II),"91,368","182,737","105,074",Premium
http://artsalesindex.artinfo.comhttp://artsalesindex.artinfo.com/auctions/-Zhang-Daqian-6403422/Scholar-,Scholar,N/A,Works on Paper,"June 05, 2016",Poly International Auction Beijing,Modern Chinese Painting and Calligraphy Night Sale (II),"274,106","335,018","315,222",Premium
http://artsalesindex.artinfo.comhttp://artsalesindex.artinfo.com/auctions/-Zhang-Daqian-6403423/Landscape-,Landscape,N/A,Works on Paper,"June 05, 2016",Poly International Auction Beijing,Modern Chinese Painting and Calligraphy Night Sale (II),"532,984","685,265","612,931",Premium
http://artsalesindex.artinfo.comhttp://artsalesindex.artinfo.com/auctions/-Zhang-Daqian-6387905/Landscape/Flowers/Calligraphy-,Landscape/Flowers/Calligraphy,N/A,Works on Paper,"June 04, 2016",Poly International Auction Beijing,Modern Chinese Painting and Calligraphy (I),"76,140","121,824",N/A,Bought In
http://artsalesindex.artinfo.comhttp://artsalesindex.artinfo.com/auctions/-Zhang-Daqian-6387906/Landscape-,Landscape,N/A,Works on Paper,"June 04, 2016",Poly International Auction Beijing,Modern Chinese Painting and Calligraphy (I),"22,842","30,456","26,268",Premium
http://artsalesindex.artinfo.comhttp://artsalesindex.artinfo.com/auctions/-Zhang-Daqian-6387908/Calligraphy-1973,Calligraphy,1973,Works on Paper,"June 04, 2016",Poly International Auction Beijing,Modern Chinese Painting and Calligraphy (I),"9,898","14,466","11,383",Premium
http://artsalesindex.artinfo.comhttp://artsalesindex.artinfo.com/auctions/-Zhang-Daqian-6388072/Lady-1936,Lady,1936,Works on Paper,"June 04, 2016",Poly International Auction Beijing,Modern Chinese Painting and Calligraphy (I),"30,456","60,912",N/A,Bought In
http://artsalesindex.artinfo.comhttp://artsalesindex.artinfo.com/auctions/-Zhang-Daqian-6388073/Figure-1932,Figure,1932,Works on Paper,"June 04, 2016",Poly International Auction Beijing,Modern Chinese Painting and Calligraphy (I),N/A,N/A,"20,139",Premium
http://artsalesindex.artinfo.comhttp://artsalesindex.artinfo.com/auctions/-Zhang-Daqian-6388419/Visiting-Friends-in-Summer-1968,Visiting Friends in Summer,1968,Works on Paper,"June 04, 2016",Poly International Auction Beijing,Modern Chinese Painting and Calligraphy Night Sale (I),"380,702","532,984","437,808",Premium
http://artsalesindex.artinfo.comhttp://artsalesindex.artinfo.com/auctions/-Zhang-Daqian-6388438/Landscape-1948,Landscape,1948,Works on Paper,"June 04, 2016",Poly International Auction Beijing,Modern Chinese Painting and Calligraphy Night Sale (I),"883,230","1,035,511",N/A,Bought In
http://artsalesindex.artinfo.comhttp://artsalesindex.artinfo.com/auctions/-Zhang-Daqian-6388439/Green-Landscape-1947,Green Landscape,1947,Works on Paper,"June 04, 2016",Poly International Auction Beijing,Modern Chinese Painting and Calligraphy Night Sale (I),"2,284,217","2,741,061","2,626,850",Premium
http://artsalesindex.artinfo.comhttp://artsalesindex.artinfo.com/auctions/-Zhang-Daqian-6388440/Landscape-,Landscape,N/A,Works on Paper,"June 04, 2016",Poly International Auction Beijing,Modern Chinese Painting and Calligraphy Night Sale (I),"152,281","2,284,217","1,751,233",Premium
http://artsalesindex.artinfo.comhttp://artsalesindex.artinfo.com/auctions/-Zhang-Daqian-6388441/Dakini-,Dakini,N/A,Works on Paper,"June 04, 2016",Poly International Auction Beijing,Modern Chinese Painting and Calligraphy Night Sale (I),"3,807,029","4,263,872","9,719,345",Premium
http://artsalesindex.artinfo.comhttp://artsalesindex.artinfo.com/auctions/-Zhang-Daqian-6388442/Figure-of-Dunhuang-Cave-,Figure of Dunhuang Cave,N/A,Works on Paper,"June 04, 2016",Poly International Auction Beijing,Modern Chinese Painting and Calligraphy Night Sale (I),"1,218,249","1,522,811","1,400,986",Premium
http://artsalesindex.artinfo.comhttp://artsalesindex.artinfo.com/auctions/-Zhang-Daqian-6392257/Calligraphy-,Calligraphy,N/A,Works on Paper,"June 04, 2016",Poly International Auction Beijing,Modern Chinese Painting and Calligraphy (II),"24,364","45,684",N/A,Bought In
http://artsalesindex.artinfo.comhttp://artsalesindex.artinfo.com/auctions/-Zhang-Daqian-6392258/Calligraphy-,Calligraphy,N/A,Works on Paper,"June 04, 2016",Poly International Auction Beijing,Modern Chinese Painting and Calligraphy (II),"24,364","45,684",N/A,Bought In
http://artsalesindex.artinfo.comhttp://artsalesindex.artinfo.com/auctions/-Zhang-Daqian-6392259/Scholar-1937,Scholar,1937,Works on Paper,"June 04, 2016",Poly International Auction Beijing,Modern Chinese Painting and Calligraphy (II),"42,638","73,094",N/A,Bought In
http://artsalesindex.artinfo.comhttp://artsalesindex.artinfo.com/auctions/-Zhang-Daqian-6392260/Scholar-1946,Scholar,1946,Works on Paper,"June 04, 2016",Poly International Auction Beijing,Modern Chinese Painting and Calligraphy (II),"88,323","134,007","101,571",Premium
http://artsalesindex.artinfo.comhttp://artsalesindex.artinfo.com/auctions/-Zhang-Daqian-6392261/Su-Dongpo-1935,Su Dongpo,1935,Works on Paper,"June 04, 2016",Poly International Auction Beijing,Modern Chinese Painting and Calligraphy (II),"88,323","134,007","101,571",Premium
http://artsalesindex.artinfo.comhttp://artsalesindex.artinfo.com/auctions/-Zhang-Daqian-6392262/Lotus-,Lotus,N/A,Works on Paper,"June 04, 2016",Poly International Auction Beijing,Modern Chinese Painting and Calligraphy (II),"57,866","73,094",N/A,Bought In
http://artsalesindex.artinfo.comhttp://artsalesindex.artinfo.com/auctions/-Zhang-Daqian-6392263/Splash-color-Landscape-,Splash-color Landscape,N/A,Works on Paper,"June 04, 2016",Poly International Auction Beijing,Modern Chinese Painting and Calligraphy (II),"289,334","426,387",N/A,Bought In
http://artsalesindex.artinfo.comhttp://artsalesindex.artinfo.com/auctions/-Zhang-Daqian-6392264/Lotus-1959,Lotus,1959,Works on Paper,"June 04, 2016",Poly International Auction Beijing,Modern Chinese Painting and Calligraphy (II),"30,456","60,912",N/A,Bought In
http://artsalesindex.artinfo.comhttp://artsalesindex.artinfo.com/auctions/-Zhang-Daqian-6392265/Lotus-1945,Lotus,1945,Works on Paper,"June 04, 2016",Poly International Auction Beijing,Modern Chinese Painting and Calligraphy (II),"134,007","182,737","154,108",Premium
http://artsalesindex.artinfo.comhttp://artsalesindex.artinfo.com/auctions/-Zhang-Daqian-6392266/Lotus-,Lotus,N/A,Works on Paper,"June 04, 2016",Poly International Auction Beijing,Modern Chinese Painting and Calligraphy (II),"45,684","76,140",N/A,Bought In
http://artsalesindex.artinfo.comhttp://artsalesindex.artinfo.com/auctions/-Zhang-Daqian-6392267/Splash-color-Landscape-,Splash-color Landscape,N/A,Works on Paper,"June 04, 2016",Poly International Auction Beijing,Modern Chinese Painting and Calligraphy (II),"15,228","30,456","17,512",Premium
http://artsalesindex.artinfo.comhttp://artsalesindex.artinfo.com/auctions/-Zhang-Daqian-6392268/Autumn-Landscape-1956,Autumn Landscape,N/A,Circa 1956 Works on Paper,"June 04, 2016",Poly International Auction Beijing,Modern Chinese Painting and Calligraphy (II),"121,824","182,737","140,098",Premium
http://artsalesindex.artinfo.comhttp://artsalesindex.artinfo.com/auctions/-Zhang-Daqian-6392269/Calligraphy-1971,Calligraphy,1971,Works on Paper,"June 04, 2016",Poly International Auction Beijing,Modern Chinese Painting and Calligraphy (II),"57,866","88,323",N/A,Bought In
http://artsalesindex.artinfo.comhttp://artsalesindex.artinfo.com/auctions/-Zhang-Daqian-6392270/ink-Bamboo-,ink Bamboo,N/A,Works on Paper,"June 04, 2016",Poly International Auction Beijing,Modern Chinese Painting and Calligraphy (II),"83,754","129,438",N/A,Bought In
http://artsalesindex.artinfo.comhttp://artsalesindex.artinfo.com/auctions/-Zhang-Daqian-6392296/Landscape-1955,Landscape,1955,Works on Paper,"June 04, 2016",Poly International Auction Beijing,Modern Chinese Painting and Calligraphy (II),"76,140","121,824",N/A,Bought In
http://artsalesindex.artinfo.comhttp://artsalesindex.artinfo.com/auctions/-Zhang-Daqian-6392297/Landscape-1938,Landscape,1938,Works on Paper,"June 04, 2016",Poly International Auction Beijing,Modern Chinese Painting and Calligraphy (II),"60,912","76,140","87,561",Premium
http://artsalesindex.artinfo.comhttp://artsalesindex.artinfo.com/auctions/-Zhang-Daqian-6392298/Landscape-1936,Landscape,1936,Works on Paper,"June 04, 2016",Poly International Auction Beijing,Modern Chinese Painting and Calligraphy (II),"76,140","121,824",N/A,Bought In
http://artsalesindex.artinfo.comhttp://artsalesindex.artinfo.com/auctions/-Zhang-Daqian-6392299/Splash-color-,Splash-color,N/A,Works on Paper,"June 04, 2016",Poly International Auction Beijing,Modern Chinese Painting and Calligraphy (II),"121,824","182,737",N/A,Bought In
http://artsalesindex.artinfo.comhttp://artsalesindex.artinfo.com/auctions/-Zhang-Daqian-6392300/Landscape-1967,Landscape,1967,Works on Paper,"June 04, 2016",Poly International Auction Beijing,Modern Chinese Painting and Calligraphy (II),"228,421","335,018",N/A,Bought In
http://artsalesindex.artinfo.comhttp://artsalesindex.artinfo.com/auctions/-Zhang-Daqian-6392301/Landscape-1944,Landscape,1944,Works on Paper,"June 04, 2016",Poly International Auction Beijing,Modern Chinese Painting and Calligraphy (II),"45,684","76,140",N/A,Bought In
http://artsalesindex.artinfo.comhttp://artsalesindex.artinfo.com/auctions/-Zhang-Daqian-6392302/Figure-,Figure,N/A,Works on Paper,"June 04, 2016",Poly International Auction Beijing,Modern Chinese Painting and Calligraphy (II),"395,931","548,212",N/A,Bought In
http://artsalesindex.artinfo.comhttp://artsalesindex.artinfo.com/auctions/-Zhang-Daqian-6392303/Beauty-1945,Beauty,1945,Works on Paper,"June 04, 2016",Poly International Auction Beijing,Modern Chinese Painting and Calligraphy (II),"243,649","304,562","280,197",Premium
http://artsalesindex.artinfo.comhttp://artsalesindex.artinfo.com/auctions/-Zhang-Daqian-6392304/Figure-1982,Figure,1982,Works on Paper,"June 04, 2016",Poly International Auction Beijing,Modern Chinese Painting and Calligraphy (II),"15,228","22,842","78,805",Premium
http://artsalesindex.artinfo.comhttp://artsalesindex.artinfo.com/auctions/-Zhang-Daqian-6392305/Buddha-1933,Buddha,1933,Works on Paper,"June 04, 2016",Poly International Auction Beijing,Modern Chinese Painting and Calligraphy (II),"91,368","121,824","245,172",Premium
http://artsalesindex.artinfo.comhttp://artsalesindex.artinfo.com/auctions/-Zhang-Daqian-6392306/Landscape-1933,Landscape,1933,Works on Paper,"June 04, 2016",Poly International Auction Beijing,Modern Chinese Painting and Calligraphy (II),"134,007","228,421",N/A,Bought In
http://artsalesindex.artinfo.comhttp://artsalesindex.artinfo.com/auctions/-Zhang-Daqian-6392307/Scholar-1972,Scholar,1972,Works on Paper,"June 04, 2016",Poly International Auction Beijing,Modern Chinese Painting and Calligraphy (II),"91,368","121,824","105,074",Premium
http://artsalesindex.artinfo.comhttp://artsalesindex.artinfo.com/auctions/-Zhang-Daqian-6392308/Lotus-1953,Lotus,1953,Works on Paper,"June 04, 2016",Poly International Auction Beijing,Modern Chinese Painting and Calligraphy (II),"182,737","274,106","210,148",Premium
"http://artsalesindex.artinfo.comhttp://artsalesindex.artinfo.com/auctions/-Zhang-Daqian-6392309/Pine,-Bamboo-and-Plum-","Pine, Bamboo and Plum",N/A,Works on Paper,"June 04, 2016",Poly International Auction Beijing,Modern Chinese Painting and Calligraphy (II),"45,684","76,140",N/A,Bought In
http://artsalesindex.artinfo.comhttp://artsalesindex.artinfo.com/auctions/-Zhang-Daqian-6392310/Butterfly-and-Plum-1941,Butterfly and Plum,1941,Works on Paper,"June 04, 2016",Poly International Auction Beijing,Modern Chinese Painting and Calligraphy (II),"121,824","182,737",N/A,Bought In
http://artsalesindex.artinfo.comhttp://artsalesindex.artinfo.com/auctions/-Zhang-Daqian-6392311/Calligraphy-Horizontal-,Calligraphy Horizontal,N/A,Works on Paper,"June 04, 2016",Poly International Auction Beijing,Modern Chinese Painting and Calligraphy (II),"30,456","60,912","43,780",Premium
http://artsalesindex.artinfo.comhttp://artsalesindex.artinfo.com/auctions/-Zhang-Daqian-6392312/Calligraphy-1948,Calligraphy,1948,Works on Paper,"June 04, 2016",Poly International Auction Beijing,Modern Chinese Painting and Calligraphy (II),"137,053","167,509","175,123",Premium
http://artsalesindex.artinfo.comhttp://artsalesindex.artinfo.com/auctions/-Zhang-Daqian-6330628/Scholar-under-a-tree-,Scholar under a tree,N/A,Works on Paper,"June 02, 2016",Sotheby's Hong Kong,Chinese Art,"3,860","5,147","41,824",Premium
http://artsalesindex.artinfo.comhttp://artsalesindex.artinfo.com/auctions/-Zhang-Daqian-6309347/Scholar-in-landscape-,Scholar in landscape,N/A,Works on Paper,"May 31, 2016",Christie's Hong Kong,Fine Chinese Modern Paintings,"57,909","83,647","80,430",Premium
http://artsalesindex.artinfo.comhttp://artsalesindex.artinfo.com/auctions/-Zhang-Daqian-6309348/Scholar-returning/calligraphy-1948,Scholar returning/calligraphy,1948,Works on Paper,"May 31, 2016",Christie's Hong Kong,Fine Chinese Modern Paintings,"32,172","45,040",N/A,Bought In
http://artsalesindex.artinfo.comhttp://artsalesindex.artinfo.com/auctions/-Zhang-Daqian-6309349/Calligraphic-couplet-1944,Calligraphic couplet,1944,Works on Paper,"May 31, 2016",Christie's Hong Kong,Fine Chinese Modern Paintings,"15,442","23,163","25,737",Premium
http://artsalesindex.artinfo.comhttp://artsalesindex.artinfo.com/auctions/-Zhang-Daqian-6309350/Plum-blossom-1962,Plum blossom,1962,Works on Paper,"May 31, 2016",Christie's Hong Kong,Fine Chinese Modern Paintings,"45,040","57,909",N/A,Bought In
http://artsalesindex.artinfo.comhttp://artsalesindex.artinfo.com/auctions/-Zhang-Daqian-6309351/Opera-figure-,Opera figure,N/A,Works on Paper,"May 31, 2016",Christie's Hong Kong,Fine Chinese Modern Paintings,"45,040","64,344",N/A,Bought In
http://artsalesindex.artinfo.comhttp://artsalesindex.artinfo.com/auctions/-Zhang-Daqian-6309352/Vegetables-1978,Vegetables,1978,Works on Paper,"May 31, 2016",Christie's Hong Kong,Fine Chinese Modern Paintings,"128,688","154,426","159,573",Premium
http://artsalesindex.artinfo.comhttp://artsalesindex.artinfo.com/auctions/-Zhang-Daqian-6309353/Lady-under-willow-1949,Lady under willow,1949,Works on Paper,"May 31, 2016",Christie's Hong Kong,Fine Chinese Modern Paintings,"25,737","38,606","32,172",Premium
http://artsalesindex.artinfo.comhttp://artsalesindex.artinfo.com/auctions/-Zhang-Daqian-6309354/Blossoming-lotus-1978,Blossoming lotus,1978,Works on Paper,"May 31, 2016",Christie's Hong Kong,Fine Chinese Modern Paintings,"154,426","257,376","406,655",Premium
http://artsalesindex.artinfo.comhttp://artsalesindex.artinfo.com/auctions/-Zhang-Daqian-6309355/Scholars-under-pine-1939,Scholars under pine,1939,Works on Paper,"May 31, 2016",Christie's Hong Kong,Fine Chinese Modern Paintings,"51,475","77,213","88,473",Premium
http://artsalesindex.artinfo.comhttp://artsalesindex.artinfo.com/auctions/-Zhang-Daqian-6309356/Mount-Huang-1982,Mount Huang,1982,Works on Paper,"May 31, 2016",Christie's Hong Kong,Fine Chinese Modern Paintings,"283,114","360,327","499,310",Premium
http://artsalesindex.artinfo.comhttp://artsalesindex.artinfo.com/auctions/-Zhang-Daqian-6309357/Admiring-pine-on-Mount-Huang-,Admiring pine on Mount Huang,N/A,Works on Paper,"May 31, 2016",Christie's Hong Kong,Fine Chinese Modern Paintings,"25,737","38,606","32,172",Premium
http://artsalesindex.artinfo.comhttp://artsalesindex.artinfo.com/auctions/-Zhang-Daqian-6309358/Scholar-and-pine-1951,Scholar and pine,1951,Works on Paper,"May 31, 2016",Christie's Hong Kong,Fine Chinese Modern Paintings,"51,475","77,213","112,602",Premium
http://artsalesindex.artinfo.comhttp://artsalesindex.artinfo.com/auctions/-Zhang-Daqian-6309359/Verdant-hills-1972,Verdant hills,1972,Works on Paper,"May 31, 2016",Christie's Hong Kong,Fine Chinese Modern Paintings,"154,426","283,114","190,458",Premium
http://artsalesindex.artinfo.comhttp://artsalesindex.artinfo.com/auctions/-Zhang-Daqian-6309360/Lotus-,Lotus,N/A,Works on Paper,"May 31, 2016",Christie's Hong Kong,Fine Chinese Modern Paintings,"154,426","231,639","190,458",Premium
http://artsalesindex.artinfo.comhttp://artsalesindex.artinfo.com/auctions/-Zhang-Daqian-6309435/Calligraphy-,Calligraphy,N/A,Works on Paper,"May 31, 2016",Christie's Hong Kong,Fine Chinese Modern Paintings,"15,442","23,163","45,040",Premium
http://artsalesindex.artinfo.comhttp://artsalesindex.artinfo.com/auctions/-Zhang-Daqian-6309436/Mount-Huang-amongst-a-sea-of-clouds-1940,Mount Huang amongst a sea of clouds,1940,Works on Paper,"May 31, 2016",Christie's Hong Kong,Fine Chinese Modern Paintings,"257,376","386,065","545,638",Premium
http://artsalesindex.artinfo.comhttp://artsalesindex.artinfo.com/auctions/-Zhang-Daqian-6309437/Bamboo-and-plum-blossoms-1980,Bamboo and plum blossoms,1980,Works on Paper,"May 31, 2016",Christie's Hong Kong,Fine Chinese Modern Paintings,"193,032","231,639",N/A,Bought In
http://artsalesindex.artinfo.comhttp://artsalesindex.artinfo.com/auctions/-Zhang-Daqian-6309438/Guanyin-in-early-Tang-style-,Guanyin in early Tang style,N/A,Works on Paper,"May 31, 2016",Christie's Hong Kong,Fine Chinese Modern Paintings,"1,930,325","2,573,767","6,501,336",Premium
http://artsalesindex.artinfo.comhttp://artsalesindex.artinfo.com/auctions/-Zhang-Daqian-6309439/Bamboo-shoots-1960,Bamboo shoots,1960,Works on Paper,"May 31, 2016",Christie's Hong Kong,Fine Chinese Modern Paintings,"283,114","321,720",N/A,Bought In
http://artsalesindex.artinfo.comhttp://artsalesindex.artinfo.com/auctions/-Zhang-Daqian-6309440/Landscape-in-the-style-of-Dong-Yuan-1947,Landscape in the style of Dong Yuan,1947,Works on Paper,"May 31, 2016",Christie's Hong Kong,Fine Chinese Modern Paintings,"64,344","90,081","221,343",Premium
http://artsalesindex.artinfo.comhttp://artsalesindex.artinfo.com/auctions/-Zhang-Daqian-6309441/Red-lotus-1972,Red lotus,1972,Works on Paper,"May 31, 2016",Christie's Hong Kong,Fine Chinese Modern Paintings,"617,704","875,080","1,086,129",Premium
http://artsalesindex.artinfo.comhttp://artsalesindex.artinfo.com/auctions/-Zhang-Daqian-6309442/Ink-lotus-1970,Ink lotus,1970,Works on Paper,"May 31, 2016",Christie's Hong Kong,Fine Chinese Modern Paintings,"386,065","514,753","700,064",Premium
http://artsalesindex.artinfo.comhttp://artsalesindex.artinfo.com/auctions/-Zhang-Daqian-6309443/Going-to-the-summit-of-Mount-Huang-1961,Going to the summit of Mount Huang,1961,Works on Paper,"May 31, 2016",Christie's Hong Kong,Fine Chinese Modern Paintings,"514,753","643,441","700,064",Premium
http://artsalesindex.artinfo.comhttp://artsalesindex.artinfo.com/auctions/-Zhang-Daqian-6309444/Chinese-red-peony-1987,Chinese red peony,1987,Works on Paper,"May 31, 2016",Christie's Hong Kong,Fine Chinese Modern Paintings,"77,213","102,950","267,671",Premium
http://artsalesindex.artinfo.comhttp://artsalesindex.artinfo.com/auctions/-Zhang-Daqian-6309547/Letter-,Letter,N/A,Works on Paper,"May 31, 2016",Christie's Hong Kong,Fine Chinese Modern Paintings,"11,581","15,442",N/A,Bought In
http://artsalesindex.artinfo.comhttp://artsalesindex.artinfo.com/auctions/-Zhang-Daqian-6309554/Boating-by-the-waterfall-1951,Boating by the waterfall,1951,Works on Paper,"May 31, 2016",Christie's Hong Kong,Fine Chinese Modern Paintings,"41,180","57,909","51,475",Premium
http://artsalesindex.artinfo.comhttp://artsalesindex.artinfo.com/auctions/-Zhang-Daqian-6309555/Fish-and-willow-1982,Fish and willow,1982,Works on Paper,"May 31, 2016",Christie's Hong Kong,Fine Chinese Modern Paintings,"64,344","77,213","88,473",Premium
http://artsalesindex.artinfo.comhttp://artsalesindex.artinfo.com/auctions/-Zhang-Daqian-6309556/Lotus-1968,Lotus,1968,Works on Paper,"May 31, 2016",Christie's Hong Kong,Fine Chinese Modern Paintings,"77,213","102,950","96,516",Premium
http://artsalesindex.artinfo.comhttp://artsalesindex.artinfo.com/auctions/-Zhang-Daqian-6309557/Sailing-on-an-autumn-day-,Sailing on an autumn day,N/A,Works on Paper,"May 31, 2016",Christie's Hong Kong,Fine Chinese Modern Paintings,"360,327","489,015",N/A,Bought In
http://artsalesindex.artinfo.comhttp://artsalesindex.artinfo.com/auctions/-Zhang-Daqian-6309558/Conversation-by-the-cliff-1946,Conversation by the cliff,1946,Works on Paper,"May 31, 2016",Christie's Hong Kong,Fine Chinese Modern Paintings,"19,303","32,172","120,645",Premium
http://artsalesindex.artinfo.comhttp://artsalesindex.artinfo.com/auctions/-Zhang-Daqian-6309559/Scholar-1951,Scholar,1951,Works on Paper,"May 31, 2016",Christie's Hong Kong,Fine Chinese Modern Paintings,"32,172","45,040","51,475",Premium
http://artsalesindex.artinfo.comhttp://artsalesindex.artinfo.com/auctions/-Zhang-Daqian-6309560/Splashed-ink-lotus-1978,Splashed ink lotus,1978,Works on Paper,"May 31, 2016",Christie's Hong Kong,Fine Chinese Modern Paintings,"154,426","283,114","2,012,686",Premium
http://artsalesindex.artinfo.comhttp://artsalesindex.artinfo.com/auctions/-Zhang-Daqian-6309561/Snow-upon-spring-mountains-,Snow upon spring mountains,N/A,Works on Paper,"May 31, 2016",Christie's Hong Kong,Fine Chinese Modern Paintings,"1,930,325","2,573,767","2,321,538",Premium
http://artsalesindex.artinfo.comhttp://artsalesindex.artinfo.com/auctions/-Zhang-Daqian-6309562/Overlapping-hills-1948,Overlapping hills,1948,Works on Paper,"May 31, 2016",Christie's Hong Kong,Fine Chinese Modern Paintings,"102,950","193,032","144,130",Premium
http://artsalesindex.artinfo.comhttp://artsalesindex.artinfo.com/auctions/-Zhang-Daqian-6309563/Lady-in-the-style-of-Tang-Yin-1948,Lady in the style of Tang Yin,1948,Works on Paper,"May 31, 2016",Christie's Hong Kong,Fine Chinese Modern Paintings,"257,376","386,065","653,736",Premium
http://artsalesindex.artinfo.comhttp://artsalesindex.artinfo.com/auctions/-Zhang-Daqian-6309564/Fishing-alone-on-the-river-1947,Fishing alone on the river,1947,Works on Paper,"May 31, 2016",Christie's Hong Kong,Fine Chinese Modern Paintings,"102,950","128,688","128,688",Premium
http://artsalesindex.artinfo.comhttp://artsalesindex.artinfo.com/auctions/-Zhang-Daqian-6309565/Qingcheng-mountain-1941,Qingcheng mountain,1941,Works on Paper,"May 31, 2016",Christie's Hong Kong,Fine Chinese Modern Paintings,"154,426","193,032","190,458",Premium
